Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40393e-5	0	0	4.17513e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	1.65132e-5	0	3.35142e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05977e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Clostridium.s__Clostridium_bornimense	0	0	0	0	0	3.60577e-5	0	3.52114e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42676e-4	0	0	0	0	1.23759e-4	0	0	0	2.42887e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19589e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Escherichia.s__Escherichia_coli	3.36843e-4	3.98332e-5	0	0	0.00153184	1.6244e-4	0	0	0	0.00141851	2.15487e-5	4.43377e-4	0	4.2583e-5	0.00106821	2.02197e-4	1.93953e-4	0.00133641	7.0238e-4	8.82018e-4	5.89681e-4	2.00745e-4	1.89949e-4	6.98542e-4	3.04348e-5	1.49179e-4	0	2.6888e-4	0.00125658	1.38405e-4	0	4.79336e-5	0	5.81517e-5	4.72242e-4	0	0	9.18123e-5	0	0	0	0	0	0	0	3.21997e-4	0.00113237	2.00982e-4	0	2.04495e-4	1.74123e-4	5.68407e-4	7.03285e-4	0	3.07307e-5	9.35595e-5	0	0	2.58178e-4	0
PWY-5659: GDP-mannose biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0035e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93877e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|unclassified	0.00271255	0.00462477	0.00231849	0.0027868	0.00140292	0.0026756	0.00246802	0.00245159	0.00233936	0.00117704	0.00239386	0.00173241	0.00187079	0.001821	0.00132129	0.00180689	0.00164315	0.00109316	0.00260971	0.00282548	0.00215966	0.0024761	0.0019101	0.0016803	0.00317843	0.00168837	0.00179056	0.00252433	0.00160757	0.00232968	0.00205625	0.00339989	0.00312182	0.00259533	0.00172049	0.00186015	0.00255581	0.00210991	0.00187618	0.00250364	0.00211317	0.0024525	0.00229271	0.00204842	0.00259212	0.00172683	0.0017452	0.0024836	0.00101432	0.00196327	0.00215776	0.00229471	0.00199231	0.00251381	0.00210429	0.00331837	0.00341671	0.00242105	0.00166226	0.00298199
PWY-5667: CDP-diacylglycerol biosynthesis I	0.00303235	0.0011957	0.0029344	0.00365351	0.00409956	0.00329223	0.00376964	0.00579223	0.00262025	0.00433623	0.00207419	0.00277743	0.0020527	0.00277343	0.00288054	0.0020715	0.00160917	0.00376997	0.00306999	0.00327249	0.00314191	0.0017554	0.00263986	0.00285977	0.00324358	0.00384648	0.00252629	0.00260285	0.00425811	0.00132858	0.00542852	0.00273899	0.00419864	0.00162076	0.00199425	0.00432023	0.00294451	0.00224184	0.00155775	0.00563855	0.00412132	0.00348823	0.0015913	0.00133348	0.00157207	0.00228435	0.00299201	0.00289947	0.00423708	0.00158071	0.00261892	0.00264526	0.00203157	0.00177788	0.00286994	0.00184664	0.00150974	0.00212376	0.00187409	0.00182259
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	9.87405e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94462e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19518e-4
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	4.80662e-4	1.34751e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21025e-4	0	0	0	0	6.30298e-5	0	0	0	3.42572e-4	5.23387e-5	3.05738e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Anaerostipes.s__Anaerostipes_sp_992a	8.54112e-5	0	0	2.42642e-5	1.00354e-5	4.0552e-5	4.27937e-4	3.19811e-4	0	0	0	0	0	6.77616e-5	3.31562e-5	0	0	0	0	0	0	0	0	0	8.71811e-4	0.00116642	0	0	0	0	2.48434e-4	0	4.03804e-5	0	0	7.27086e-5	0	4.61065e-5	0	1.87688e-4	3.90961e-5	3.38098e-5	0	0	0	0	0	0	4.64462e-5	0	0	0	5.22215e-5	9.64452e-5	9.53523e-5	0	0	1.30123e-4	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacillus.s__Bacillus_subtilis_group	0	0	0	0	0	0	0	0	0	1.16512e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37156e-5	0	0	4.555e-5	0	0	0	2.78858e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50788e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33031e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Campylobacter.s__Campylobacter_lanienae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36416e-4	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	2.16447e-5	0	2.3061e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42503e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_bornimense	2.33615e-5	0	0	0	0	1.74709e-5	0	2.73068e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2474e-4	0	0	0	0	9.21501e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75733e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_neonatale	9.85537e-5	0	0	0	0	3.20967e-5	0	1.72468e-5	0	0	4.52337e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79444e-5	3.44315e-5	0	0	0	4.77277e-4	0	0	0	1.4958e-4	3.554e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35069e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72675e-5	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51396e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Escherichia.s__Escherichia_coli	2.31816e-4	9.47366e-5	0	0	0.00178136	3.58654e-4	0	0	0	0.00290871	0	3.72254e-4	0	2.59882e-5	0.00154675	3.40339e-4	5.16133e-4	0.0014741	9.71631e-4	0.00117155	0.00146161	2.28753e-4	7.27637e-4	0.00142142	4.55778e-5	4.12365e-4	0	4.59647e-4	0.00263842	3.30023e-4	0	2.2395e-5	0	0	5.2523e-4	0	2.35628e-5	1.80185e-4	0	0	0	0	0	5.58515e-5	0	4.99868e-4	0.00109431	4.04333e-4	0	3.92527e-4	9.02834e-4	0.00135322	5.90131e-4	0	3.16638e-4	3.76641e-4	0	0	2.35576e-4	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15263e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.15823e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3343e-5	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84398e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07736e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	9.06824e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18926e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Romboutsia.s__Romboutsia_ilealis	0	0	7.97619e-5	3.5168e-5	0	3.10511e-5	0	4.37029e-5	0	0	6.20781e-5	0	0	0	0	3.71883e-5	0	0	0	0	0	0	0	0	0	1.85798e-5	0	0	0	0	3.54495e-5	2.52286e-5	2.54118e-5	0	0	2.07601e-5	0	0	0	2.58781e-5	3.58889e-5	4.3293e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36527e-5	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Roseburia.s__Roseburia_sp_499	2.03033e-5	0	9.50118e-5	3.57536e-4	6.26766e-5	1.89922e-4	0	2.39595e-4	0	0	9.98268e-5	0	1.71456e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2564e-4	0	0	2.82242e-4	0	0	0	3.5247e-4	2.60364e-4	5.11152e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	4.0235e-5	0	0	0	0	0	0	0	7.86661e-5	0	0	0	5.48235e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82139e-5	2.70506e-5	0	0	0	0	0	0	0	0	3.72204e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	9.23395e-6	0	0	0	0	0	0	2.76834e-5	6.40313e-6	0	3.37596e-5	0	0	1.95347e-5	0	4.94805e-6	0	0	0	3.24442e-5	0	0	0	0	0	0	0	5.56082e-6	0	3.64643e-5	1.15028e-4	0	0	0	0	0	0	0	0	0	0	3.82573e-5	2.86726e-5	0	0	0	0	0	0	0	0	2.12375e-5	0	0	1.34228e-5	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	1.60165e-5	0	0	0	0	0	0	3.0901e-5	0	0	2.08835e-5	0	0	2.17871e-5	0	6.11482e-6	0	0	0	1.48532e-5	0	0	0	0	0	0	0	1.6322e-5	0	4.42923e-5	9.29727e-5	0	0	0	0	0	0	0	0	0	0	1.99368e-5	6.94858e-6	0	0	0	0	0	0	0	0	0	0	0	1.48699e-5	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Succinatimonas.s__Succinatimonas_sp_CAG_777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28571e-5	0	0	0	0	0	0	2.24408e-5	2.46807e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61515e-5	0	0	0	0	2.12239e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01131e-5	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Turicibacter.s__Turicibacter_sanguinis	1.30889e-4	0	3.17476e-4	4.32706e-4	5.01738e-5	3.46008e-4	1.22142e-4	3.54716e-4	2.82711e-4	6.72682e-5	1.47891e-4	1.64025e-4	6.83116e-5	1.96459e-4	3.20659e-5	4.16535e-5	3.09517e-5	0	0	0	0	0	2.54199e-5	0	1.66251e-4	5.65992e-5	0	2.98747e-5	0	0	4.30753e-4	2.39174e-4	3.31953e-4	7.52418e-5	0	3.90824e-4	2.08131e-4	0	1.03103e-4	1.72621e-4	4.96669e-4	2.30562e-4	3.24977e-5	4.45867e-5	0	1.63823e-5	0	0	0	2.75703e-5	0	0	0	0	0	0	0	0	4.06825e-5	0
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	0.00226414	9.90631e-4	0.00204463	0.00263634	7.39842e-4	0.00183964	0.00309421	0.00414748	0.00192521	0.00106059	0.0015924	0.0013402	9.09809e-4	0.00220573	7.81509e-4	0.00139072	9.45432e-4	5.00384e-4	5.96318e-4	8.02731e-4	0.00113932	0.00122728	0.00120954	9.03381e-4	0.0019031	0.00151109	0.00245528	0.00147068	9.37607e-4	9.89108e-4	0.00379367	0.00210149	0.00303752	0.00128955	8.49776e-4	0.0026224	0.00224781	0.00141858	0.00139833	0.00424804	0.00253409	0.00234148	0.00141213	0.00117289	0.00150195	0.00128716	8.75159e-4	0.00175783	0.00410746	0.00106982	0.00120996	6.84752e-4	0.00127353	0.00116781	0.00164577	0.00106785	0.0014451	0.00157244	0.00138682	0.00116825
PWY-5675: nitrate reduction V (assimilatory)	7.15336e-4	2.96316e-4	5.95531e-5	0	0.00369536	8.80258e-4	0	1.91095e-5	5.72329e-5	0.0036572	2.93662e-4	9.96837e-4	5.34586e-5	3.29568e-4	0.00412475	0.00145153	9.05935e-4	0.00432168	0.00250829	0.00257626	0.0018728	0.00153582	0.00118193	0.00202111	2.58712e-4	9.55916e-4	3.5826e-5	0.00130643	0.0040978	7.8341e-4	6.17978e-5	4.43572e-4	2.16045e-5	3.64146e-4	0.00136799	3.37511e-5	1.40871e-5	4.47619e-4	0	3.79758e-5	5.01187e-5	2.07462e-5	0	4.05295e-4	2.98332e-4	0.00117818	0.00197033	4.24945e-4	3.10378e-5	0.00171297	0.0016271	0.00262708	0.00221675	0	6.48241e-4	6.35429e-4	0	1.02737e-4	8.11061e-4	9.73923e-4
PWY-5675: nitrate reduction V (assimilatory)|g__Escherichia.s__Escherichia_coli	3.29552e-4	1.07128e-4	0	0	0.00220609	2.33624e-4	0	0	0	0.00152344	0	4.82489e-4	0	2.37278e-5	0.00162265	5.53723e-4	3.30955e-4	0.0020076	0.00125059	0.00124109	8.85173e-4	2.7146e-4	4.09507e-4	8.09961e-4	1.00188e-4	1.25558e-4	0	1.40726e-4	0.00125011	1.77235e-4	0	2.6057e-5	0	0	6.81045e-4	0	0	1.34016e-4	0	0	0	0	0	7.39398e-5	0	6.35033e-4	0.00114505	1.40526e-4	0	6.48886e-4	3.31599e-4	0.00101636	7.75888e-4	0	1.42363e-4	6.26512e-5	0	0	3.4503e-4	0
PWY-5675: nitrate reduction V (assimilatory)|unclassified	1.4481e-4	4.84263e-5	2.37833e-5	0	2.07311e-4	1.58678e-4	0	1.91091e-5	5.723e-5	6.0324e-4	8.87934e-5	2.27546e-4	5.34554e-5	1.99245e-4	2.04373e-4	2.39084e-4	2.51737e-4	7.56263e-5	1.40238e-4	2.56551e-4	3.33324e-4	3.68485e-4	2.55011e-4	1.87927e-4	1.43867e-4	3.39132e-4	3.58258e-5	2.51704e-4	5.65159e-4	2.82622e-4	6.17724e-5	2.3021e-4	2.16033e-5	1.8634e-4	1.89995e-4	3.37449e-5	1.40869e-5	2.20089e-4	0	3.79747e-5	5.01056e-5	2.07458e-5	0	8.55784e-5	2.98321e-4	2.26526e-4	4.57783e-4	1.42849e-4	3.10377e-5	2.12413e-4	3.10126e-4	1.20605e-4	1.72792e-4	0	2.21294e-4	9.90742e-5	0	1.02723e-4	1.14344e-4	1.8668e-4
PWY-5676: acetyl-CoA fermentation to butanoate II	0.00156303	0.00218221	0.00168166	0.00163671	8.59373e-4	0.00240852	0.00203919	0.00219056	0.0014452	9.38038e-4	0.00137961	0.00160725	0.00167545	0.00119175	0.00108567	0.00179957	0.00168958	0.00118885	0.0013105	0.00116455	0.0010719	0.00155482	0.00142577	0.00127976	0.00125638	0.00142606	0.00136773	0.00151954	0.00113732	0.00141514	9.78455e-4	0.00205922	0.00182528	0.00161858	9.86116e-4	0.00135805	0.00174428	0.00126855	0.00194728	0.00126733	0.00197439	0.00170726	0.00149838	0.00161941	0.00177932	0.00123182	0.00152232	8.66807e-4	6.79209e-4	0.0014409	0.00158907	0.00164494	0.00158893	0.00155675	0.00132851	0.0015245	0.00195785	0.00152484	0.00132632	0.00154513
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	0.00147043	0.00217673	0.00163042	0.0016228	6.89762e-4	0.00225456	0.00202343	0.00210037	0.00143027	7.74367e-4	0.00137141	0.00128309	0.00165445	0.00103691	7.65498e-4	0.001411	0.00145204	6.59492e-4	9.72632e-4	0.00111058	0.00104376	0.00147674	0.00122494	0.00116392	0.00123091	0.0013389	0.00136713	0.0014471	8.8972e-4	0.00138324	9.52731e-4	0.0020127	0.00179954	0.00161315	9.63791e-4	0.00126963	0.00172382	0.00124798	0.00194159	0.00121771	0.0018903	0.00168389	0.00149554	0.00157585	0.00176891	0.00113743	0.00118573	8.47364e-4	6.76137e-4	0.00122131	0.00148456	0.00125399	0.00130989	0.00155014	0.00129558	0.00142571	0.0019559	0.00151218	0.00124695	0.00154117
PWY-5677: succinate fermentation to butanoate	3.82179e-5	0	0	0	0	0	0	0	0	0	0	0	0	3.12994e-4	0	0	0	3.01989e-5	1.39774e-4	0	0	0	5.64011e-5	0	2.80165e-4	0	0	0	0	0	0	0	0	0	3.85384e-5	0	0	1.61638e-4	0	0	4.67881e-5	1.3322e-4	4.45798e-5	0	0	4.52047e-4	0	0	1.4001e-4	0	0	0	0	0	2.79161e-4	8.34845e-5	0	5.56488e-4	0	0
PWY-5677: succinate fermentation to butanoate|unclassified	3.81993e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98651e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83925e-5	0	0	0	0	0	4.67881e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I	0.011486	0.0175406	0.0124848	0.0135092	0.00703759	0.0127694	0.0138912	0.0133329	0.0147399	0.00911765	0.0162721	0.0126714	0.0150153	0.0118689	0.00946119	0.0135629	0.0129946	0.00902354	0.0110546	0.00976255	0.012656	0.0130076	0.0127365	0.01185	0.0128595	0.0121696	0.016328	0.0115253	0.00891242	0.0132126	0.0118236	0.0121506	0.0143458	0.0156791	0.011519100000000001	0.0134809	0.0128101	0.013886	0.0135167	0.0123961	0.0133207	0.0136243	0.014807	0.0146072	0.0146335	0.0113223	0.0107046	0.0126889	0.0173707	0.0131996	0.013778	0.0106568	0.0128974	0.0153706	0.0144121	0.0146711	0.0170071	0.0133862	0.0130504	0.0172971
PWY-5686: UMP biosynthesis I|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	1.88912e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14727e-4	0	0	0	0	0	0	0	0	0	0	0	2.48205e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47579e-5	0	0	0	0	0	0	0	2.17424e-4
PWY-5686: UMP biosynthesis I|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	4.33176e-4	0	0	0	0	0	2.34583e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09219e-4	0	0	0	0	4.62911e-5	0	0	0	2.81158e-4	4.28174e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Anaerostipes.s__Anaerostipes_sp_992a	6.39567e-5	0	0	5.04334e-5	0	0	3.18616e-4	3.18394e-4	2.30316e-5	0	0	0	0	4.12911e-5	2.45597e-5	0	0	0	0	0	0	0	0	0	6.84382e-4	9.59368e-4	0	0	0	0	2.34015e-4	2.03296e-5	0	0	0	8.0642e-5	2.91009e-5	0	0	1.29198e-4	2.5678e-5	2.73523e-5	0	0	0	0	0	0	2.9805e-5	0	0	0	4.41312e-5	7.38898e-5	4.94689e-5	0	0	5.3358e-5	0	0
PWY-5686: UMP biosynthesis I|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	2.93834e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90929e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25308e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41054e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_criceti	0	0	3.09816e-5	0	0	1.49731e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32949e-5	0	0	2.98764e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01787e-4	0	0	0	0	6.71324e-5	0	0	0	2.31931e-5	0	1.79736e-4	0	0	0	0	0	0	0	0	0	0	0	0	7.80941e-5	0	0	0	5.60722e-5	2.59963e-5	0	0	2.65e-4	0	0	4.48006e-5	0	0	0	0	0	1.49711e-4	2.70392e-5	0	6.78992e-4	0	0
PWY-5686: UMP biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	2.96417e-4	0	7.11388e-4	3.30467e-4	3.2981e-4	8.05448e-4	1.49877e-4	4.15388e-4	3.42196e-4	0	4.04547e-5	4.01086e-5	0	3.57037e-4	0	0	0	0	0	0	0	0	1.07242e-4	0	3.43246e-4	0	8.48165e-5	0	0	1.46312e-4	7.0465e-4	3.89576e-4	9.32372e-4	0	0	0.002184	1.29307e-4	0	3.54561e-5	1.35706e-4	0.00174957	1.97815e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75912e-4	0	0
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36675e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
