# Pathway	# Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY-6565: superpathway of polyamine biosynthesis III|unclassified	PWY-6565: superpathway of polyamine biosynthesis III|unclassified	0.000368627	0.00108682	0.000817508	0.000612213	0.00040956	0.000380149	0.000217408	0.000877545	0.000185003	0.000393291	0.000146437	0.000593615	0.000409979	0.000155443	0.000563978	0.000591332	0.000818504	0.0003853	0.00039927	0.000163587	0.000713389	0.000606499	0.00043719	0.000556533	0.000168662	0.000194955	0.000359423	0.00112649	0.000377596	0.0008388	0.000234228	0.000353429	0.000406768	0.000985926	0.000941734	0.000156086	0.000577403	0.000958075	0.000491383	0.00074936	0.000232459	0.000391473	0.000654772	0.000525105	0.000916026	0.000606735	0.000631435	0.00112193	0.000478846	0.000836291	0.000593302	0.000560975	0.000684919	0.000747027	0.000894569	0.000816871	0.000588315	0.000649994	0.000825515	0.00100546
PWY-6583: pyruvate fermentation to butanol I	PWY-6583: pyruvate fermentation to butanol I	0.000127441	0	0.000377228	0	0.000176315	0	0	0	0	0	0	4.31378E-05	4.90863E-05	0	5.76147E-05	0	0	0	0	0	0	0	5.00452E-05	0	0	0	0	0.00020005	0	0	0	9.89354E-05	0	0	8.55431E-05	0	0.000126727	2.49854E-05	0	0	0	0	0	0	0.000136919	5.73127E-05	0.000087241	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6583: pyruvate fermentation to butanol I|unclassified	PWY-6583: pyruvate fermentation to butanol I|unclassified	0.000123493	0	0	0	0	0	0	0	0	0	0	4.26531E-05	0.000048721	0	5.64152E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49071E-05	0	0	0	0	0	0	0	5.62378E-05	8.40868E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6588: pyruvate fermentation to acetone	PWY-6588: pyruvate fermentation to acetone	0.000586336	0.00149819	0.000597039	0.000604603	0.000344331	0.00108834	0.000964052	0.00148459	0.000546306	0.000326529	0.000214997	0.000608154	0.000315715	0.000482893	0.000328236	0.000414125	0.000529036	0.000976974	0.000658519	0.000289926	0.000723255	0.000594524	0.000270874	0.000421818	0.00138921	0.0016885	0.000316783	0.000696453	0.000407758	0.000579397	0.000672031	0.000535522	0.000873774	0.00111387	0.000896903	0.000391247	0.000810559	0.000837488	0.00048362	0.000412948	0.000560817	0.000424369	0.000975222	0.00102103	0.000848557	0.000878207	0.000893704	0.000420245	0.000244046	0.000547687	0.000239199	0.000576508	0.000638899	0.000569674	0.000572662	0.000551965	0.000773348	0.000990235	0.00102956	0.000349829
PWY-6588: pyruvate fermentation to acetone|g__Escherichia.s__Escherichia_coli	PWY-6588: pyruvate fermentation to acetone|g__Escherichia.s__Escherichia_coli	0	5.61159E-05	0	0	0	6.61192E-05	0	0	0	0	0	0	0	0	9.64312E-05	0	0	0.000509828	0.000103227	0	0.000101361	5.32248E-05	0	0	0	0	0	0.000125344	0.000109861	0	0	2.50186E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122176	0.000314483	0	0	0	0	5.63466E-05	0	0	2.04047E-05	0	0	0	5.20183E-05	0
PWY-6588: pyruvate fermentation to acetone|unclassified	PWY-6588: pyruvate fermentation to acetone|unclassified	0.000542295	0.00140075	0.000592375	0.000554888	0.000330399	0.000894137	0.000554784	0.00093445	0.000476963	0.000322513	0.000214366	0.000574053	0.000291323	0.000404791	0.000187363	0.000383037	0.000504477	0.00040363	0.000531706	0.000286051	0.000612901	0.00045414	0.000250263	0.000413714	0.000295135	0.000386345	0.000316688	0.000404301	0.000286423	0.000574465	0.000239247	0.000429832	0.000768357	0.0010692	0.000859644	0.000224278	0.000275629	0.000744807	0.00048313	0.000207337	0.000527304	0.000422985	0.000974096	0.00101458	0.000838935	0.000731375	0.000493775	0.000413134	0.000157567	0.000505331	0.000238685	0.0004945	0.00055783	0.000486059	0.000436777	0.000537564	0.000773113	0.000980109	0.000964619	0.000349645
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.00148535	0.00093107	0.00140417	0.000755347	0.000843208	0.00172927	0.000659482	0.00175916	0.00108783	0.00118787	0.00125983	0.00162439	0.0011925	0.00104659	0.00073035	0.00116634	0.00118355	0.000867475	0.000878591	0.00139817	0.000610516	0.00110364	0.00119687	0.000747	0.00114517	0.00113371	0.000681469	0.00122995	0.000819765	0.0008809	0.000626777	0.00194692	0.000831604	0.00132103	0.000792198	0.000468336	0.00089651	0.000915833	0.000702564	0.00108018	0.000772673	0.000993093	0.000589369	0.00096524	0.00107661	0.000796048	0.000644416	0.000587966	0.000669353	0.00130391	0.00161679	0.00069189	0.000954776	0.00044669	0.00118948	0.00119822	0.000651558	0.000528625	0.00115823	0.000993866
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	0.00106804	0.000874424	0.000929554	0.000751703	0.000597727	0.000647518	0.000571174	0.000564273	0.000796724	0.000985442	0.00117787	0.00109575	0.000940752	0.000554826	0.00060795	0.000769112	0.000771799	0.000659881	0.000721897	0.00115099	0.000546558	0.000958716	0.000874412	0.000622119	0.000938769	0.000888522	0.000681211	0.00100567	0.000654705	0.000738036	0.00024357	0.00125339	0.000648807	0.00128616	0.000703636	0.000315598	0.000576886	0.000842724	0.000701663	0.000315919	0.000593339	0.000729063	0.000586808	0.000819474	0.00103538	0.000662849	0.000533814	0.000489751	0.000666305	0.000886324	0.00130385	0.000584128	0.00074903	0.000445722	0.00085288	0.000828856	0.000651313	0.000506292	0.00105801	0.000870374
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	PWY-6595: superpathway of guanosine nucleotides degradation (plants)	2.47068E-05	0	1.07775E-05	0	1.11738E-05	0	0	0	0	0	4.38672E-05	2.30788E-05	0	0	4.35513E-05	0	9.26738E-05	0	0	0	0	0	0	0	3.93802E-05	4.04955E-05	4.32938E-05	0	0	0	0.00055557	5.45084E-05	5.37795E-05	0	0	0	0.000224453	1.50924E-05	0	0.00011618	5.07067E-05	0	0	0	0	3.06577E-05	0	0	0	1.72001E-05	0	0	1.72384E-05	0	0	0	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|unclassified	PWY-6595: superpathway of guanosine nucleotides degradation (plants)|unclassified	2.43348E-05	0	1.07218E-05	0	1.09866E-05	0	0	0	0	0	4.34345E-05	2.28851E-05	0	0	4.21525E-05	0	9.04495E-05	0	0	0	0	0	0	0	3.86692E-05	4.03317E-05	0.000043224	0	0	0	0.000407406	5.32968E-05	5.31755E-05	0	0	0	0.000213439	1.50451E-05	0	0.000113198	4.81376E-05	0	0	0	0	3.04225E-05	0	0	0	1.70812E-05	0	0	0.000016965	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	PWY-6606: guanosine nucleotides degradation II	0.00122404	0.000528609	0.00100169	0.00091624	0.00246114	0.00150264	0.000715123	0.000965397	0.00084763	0.00192401	0.000933602	0.00116905	0.00091811	0.00106258	0.00167697	0.00147959	0.0014511	0.00180681	0.00137667	0.00129409	0.00130564	0.00114389	0.00087593	0.00160423	0.000585799	0.000981325	0.000981124	0.0013007	0.0024532	0.00153177	0.00090901	0.00102408	0.00128714	0.000821376	0.00121704	0.000825984	0.000743174	0.000451645	0.000629108	0.000818925	0.000929696	0.000845203	0.000718529	0.000840848	0.00133097	0.00117753	0.00188369	0.000724395	0.00102452	0.00087432	0.000888069	0.00210916	0.000911691	0.000595295	0.000465428	0.000688292	0.000798017	0.00090051	0.000720113	0.000761703
PWY-6606: guanosine nucleotides degradation II|g__Clostridium.s__Clostridium_butyricum	PWY-6606: guanosine nucleotides degradation II|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79327E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	PWY-6606: guanosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	0.000457717	5.73871E-05	0	0	0.00186892	0.000167592	0	0	0	0.00116712	5.66709E-05	0.000201142	0	7.59996E-05	0.00117155	0.00064849	0.000441139	0.00141081	0.000687302	0.000877879	0.000513505	0.000293789	0.000280885	0.00106034	0	0.000130582	0	0.000206879	0.00198331	0.000557313	0	1.66892E-05	0	0	0.000407523	0	0	2.93464E-05	0	0	0	0	0	0	0	0.000273809	0.00122534	0.000131784	0	0.000301622	0.000252508	0.00141097	0.000607362	0	3.06671E-05	3.25055E-05	0	0	0.000160954	0
PWY-6606: guanosine nucleotides degradation II|g__Klebsiella.s__Klebsiella_pneumoniae	PWY-6606: guanosine nucleotides degradation II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85631E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II|unclassified	PWY-6606: guanosine nucleotides degradation II|unclassified	0.000433093	0.000464611	0.000445169	0.000586077	0.000231109	0.000625199	0.000397622	0.000374777	0.000549689	0.000573518	0.000587537	0.000572689	0.000694498	0.000436421	0.000421355	0.000525273	0.000743351	0.000239682	0.000562142	0.000229516	0.00070912	0.000688227	0.000485396	0.00046045	0.000328156	0.000784548	0.000896911	0.000808569	0.000377341	0.000362479	0.000524563	0.000486078	0.00076759	0.000712702	0.000452808	0.000353376	0.000580725	0.000372752	0.000351642	0.000544739	0.000260428	0.00038147	0.000510629	0.000752696	0.00122964	0.00075578	0.000559034	0.000556597	0.00100656	0.000487207	0.000600503	0.000392459	0.000284984	0.000593146	0.000424376	0.000601472	0.000783216	0.00085452	0.000412861	0.000634978
PWY-6607: guanosine nucleotides degradation I	PWY-6607: guanosine nucleotides degradation I	0.000024747	0	1.07799E-05	0	0.000011182	0	0	0	0	0	4.42187E-05	2.31458E-05	0	0	4.37569E-05	0	9.33413E-05	0	0	0	0	0	0	0	4.00154E-05	4.08378E-05	4.34666E-05	0	0	0	0.000563432	5.46312E-05	5.39623E-05	0	0	0	0.000222073	1.52091E-05	0	0.000118532	5.06674E-05	0	0	0	0	3.07918E-05	0	0	0	1.72625E-05	0	0	1.73103E-05	0	0	0	0	0	0	0
PWY-6607: guanosine nucleotides degradation I|unclassified	PWY-6607: guanosine nucleotides degradation I|unclassified	2.45259E-05	0	1.07685E-05	0	1.11011E-05	0	0	0	0	0	4.41202E-05	2.30341E-05	0	0	4.28038E-05	0	9.21378E-05	0	0	0	0	0	0	0	0.000039919	4.07625E-05	4.34362E-05	0	0	0	0.000524563	5.42718E-05	5.36504E-05	0	0	0	0.000214955	1.51731E-05	0	0.000117619	5.01113E-05	0	0	0	0	3.05263E-05	0	0	0	1.71719E-05	0	0	1.71936E-05	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	PWY-6608: guanosine nucleotides degradation III	0.00181832	0.00128622	0.00171674	0.00226889	0.00537616	0.00255628	0.00107922	0.00155419	0.00171089	0.004918	0.00225199	0.00236621	0.00137915	0.0018618	0.00415472	0.00277445	0.00271766	0.00516541	0.00324963	0.00366789	0.00314131	0.001685	0.00200095	0.00323178	0.00226449	0.00300839	0.00174066	0.00296664	0.00471431	0.00252503	0.00160558	0.00158143	0.00192214	0.00120653	0.00284422	0.00188142	0.00172171	0.0016017	0.00150947	0.00165537	0.00187026	0.00124719	0.00110672	0.00197673	0.00273335	0.00254573	0.00433061	0.00169456	0.00159773	0.00216228	0.00238817	0.00307714	0.00322654	0.000899271	0.00157548	0.00215155	0.001151	0.00211333	0.00216204	0.00122174
PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_xylanisolvens	PWY-6608: guanosine nucleotides degradation III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90755E-05	0	0	2.68539E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03207E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Clostridium.s__Clostridium_butyricum	PWY-6608: guanosine nucleotides degradation III|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72732E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Desulfovibrio.s__Desulfovibrio_piger	PWY-6608: guanosine nucleotides degradation III|g__Desulfovibrio.s__Desulfovibrio_piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37281E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Enterococcus.s__Enterococcus_gallinarum	PWY-6608: guanosine nucleotides degradation III|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53249E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	0.000457717	0.000158041	0	0	0.00255694	0.00031686	0	0	0	0.00193659	5.66709E-05	0.000255709	0	0.000165991	0.00128277	0.00064849	0.000441139	0.00141081	0.00123358	0.00107737	0.00105234	0.000293789	0.000435497	0.00106034	2.96697E-05	0.000233856	0	0.000614897	0.00198331	0.000557313	0	6.18276E-05	0	2.78013E-05	0.000506951	0	4.22943E-05	0.000140427	0	0	0	0	0	0.000143108	2.90809E-05	0.000548184	0.00122534	0.000222739	0	0.000630145	0.000479157	0.00141097	0.000888678	0	0.000125438	0.000199667	0	0	0.000319718	0
PWY-6608: guanosine nucleotides degradation III|g__Klebsiella.s__Klebsiella_pneumoniae	PWY-6608: guanosine nucleotides degradation III|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Prevotella.s__Prevotella_ruminicola	PWY-6608: guanosine nucleotides degradation III|g__Prevotella.s__Prevotella_ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-6608: guanosine nucleotides degradation III|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	7.03486E-05	0	0	0	0	2.74477E-05	2.71259E-05	0	0.000106941	0	0	0	8.89222E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119656	2.04416E-05	0	0	0	0	0	0	0	0	0.000066573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Turicibacter.s__Turicibacter_sanguinis	PWY-6608: guanosine nucleotides degradation III|g__Turicibacter.s__Turicibacter_sanguinis	0.000165994	0	0.00046807	0.000578171	4.69215E-05	0.000483492	0.000232803	0.000506233	0.000490696	6.85101E-05	0.000227861	0.000257396	0.000112543	0.000427823	2.97168E-05	8.27151E-05	0.000035005	0	0	0	0	0	0.000018179	0.00003615	0.000085999	5.98989E-05	0	6.97704E-05	0	0	0.000575462	0.000335934	0.000507632	0.000139058	0	0.0006786	0.000275706	0	0.000156334	0.000238718	0.000847583	0.000345038	3.81008E-05	4.71721E-05	4.32073E-05	0.000034783	4.06888E-05	0	0	2.64094E-05	0	2.67533E-05	0	0	0	0	1.91203E-05	0	5.18355E-05	0
PWY-6608: guanosine nucleotides degradation III|unclassified	PWY-6608: guanosine nucleotides degradation III|unclassified	0.000831096	0.00104256	0.00113959	0.000992721	0.000722204	0.00170122	0.000929571	0.00127347	0.000847239	0.000999472	0.00198279	0.00126598	0.00120848	0.00120591	0.000898581	0.00122046	0.00167173	0.000634573	0.000829729	0.000513525	0.0011091	0.00117123	0.00100118	0.000834796	0.0019542	0.00247316	0.00167423	0.00156162	0.00063483	0.00121041	0.00100364	0.00107591	0.00158	0.00114201	0.00103699	0.000799038	0.000916156	0.00108457	0.00145602	0.00148861	0.000903747	0.0010582	0.000996695	0.00152464	0.00248104	0.00107349	0.00113234	0.00102569	0.00151339	0.000954105	0.00119989	0.000712551	0.000977494	0.000893747	0.00125619	0.00130239	0.00113159	0.00194611	0.00129049	0.00105813
PWY-6609: adenine and adenosine salvage III	PWY-6609: adenine and adenosine salvage III	0.0100734	0.0114436	0.0111139	0.0127302	0.00582944	0.0110032	0.0136276	0.0125874	0.0119983	0.00723467	0.0125052	0.00926574	0.0126227	0.0104466	0.00700783	0.0107419	0.0092446	0.00668078	0.00855223	0.00830358	0.00846528	0.00969569	0.00940199	0.00807289	0.0125835	0.00977617	0.0157871	0.00830699	0.00678245	0.00974005	0.0117742	0.0114995	0.0120678	0.0101582	0.00809128	0.0114666	0.0117736	0.0102773	0.00996362	0.0142298	0.0114736	0.0120364	0.0109007	0.00954055	0.0102564	0.0083245	0.00750184	0.00926174	0.0154531	0.00848947	0.01033	0.0071832	0.00829674	0.0110049	0.0104514	0.00988752	0.0120229	0.0104797	0.00969286	0.0104932
PWY-6609: adenine and adenosine salvage III|g__Acinetobacter.s__Acinetobacter_lwoffii	PWY-6609: adenine and adenosine salvage III|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	1.03459E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41456E-05	0	9.11296E-05	0	2.19843E-05	0	0	0	0	0	0	0	0	0	9.01065E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.50275E-05	0	0	1.03657E-05	0	0	0	0	0.00022007
PWY-6609: adenine and adenosine salvage III|g__Anaerostipes.s__Anaerostipes_sp_494a	PWY-6609: adenine and adenosine salvage III|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	0.000407435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246615	0	0	0	0	5.15747E-05	0	0	0	0.000360406	6.80574E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Anaerostipes.s__Anaerostipes_sp_992a	PWY-6609: adenine and adenosine salvage III|g__Anaerostipes.s__Anaerostipes_sp_992a	8.17645E-05	0	0	4.58997E-05	0	3.14431E-05	0.000283491	0.000223647	0	0	0	0	0	5.43704E-05	0.00004144	0	0	0	0	0	0	0	0	0	0.000801276	0.00107159	0	0	0	0	0.000216279	2.43566E-05	3.49952E-05	0	0	6.08448E-05	1.30284E-05	4.94951E-05	0	0.000151175	2.94466E-05	4.05017E-05	0	0	0	0	0	0	2.92445E-05	0	0	0	2.67319E-05	4.88936E-05	7.11939E-05	0	0	0.000081954	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	PWY-6609: adenine and adenosine salvage III|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	7.46536E-05	0	0	0	0	0	0	0	0	2.91695E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76966E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_altitudinis	PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_altitudinis	0	0	0	0	0	0	0	0	0	0	0	1.15745E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_pumilus	PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_pumilus	0	0	0	0	0	0	0	0	0	0	0	3.82372E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_safensis	PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_safensis	0	0	0	0	0	0	0	0	0	0	0	1.59797E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_sp_7586_K	PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_sp_7586_K	0	0	0	0	0	0	0	0	0	1.60332E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_sp_FJAT_27986	PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	4.23442E-05	0	0	0	0	0	0	0	9.53728E-06	0	0	0	0	0	0	0	0	0.000012552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000044181	0	0	0	0	0	0	1.04742E-05	0
PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_subtilis_group	PWY-6609: adenine and adenosine salvage III|g__Bacillus.s__Bacillus_subtilis_group	0	0	0	0	0	0	0	0	0	9.42315E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_xylanisolvens	PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54889E-05	0	0	6.55388E-05	0	0	0	0	3.30178E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01318E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Ruminococcus_gnavus	PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38681E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	PWY-6609: adenine and adenosine salvage III|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	3.30037E-05	0	0.000105157	0	0	1.84826E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.58078E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_bornimense	PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_bornimense	0	0	0	0	2.94546E-05	2.99032E-05	0	6.80006E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322017	1.81448E-05	0	0	0	0.000224244	0	0	0	1.33069E-05	0.000088132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_butyricum	PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_butyricum	8.65547E-05	0	0	0	0	4.80581E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99874E-05	0.000022567	0	0	0.000173419	0	0	0	0	0.000132525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_celatum	PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_celatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19456E-05	6.99597E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_neonatale	PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_neonatale	0.000205403	0	0	0	1.13822E-05	0.000118126	0	3.28121E-05	0	0	5.96708E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37763E-05	0.000124994	0.000061825	0	0	0.000659526	0.000075557	0	0	0.000262689	0.000414219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_perfringens	PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000653318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Desemzia.s__Desemzia_incerta	PWY-6609: adenine and adenosine salvage III|g__Desemzia.s__Desemzia_incerta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32146E-05	0	0	0	5.86861E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61224E-05	0	0	0	0	0	0	0	0	0	0	0	0
